
rtarget:     file format elf64-x86-64


Disassembly of section .init:

0000000000401000 <_init>:
  401000:	f3 0f 1e fa          	endbr64 
  403263:	48 ba 72 65 61 64 20 	movabs $0x7269662064616572,%rdx
  40326a:	66 69 72 
  40326d:	48 89 45 10          	mov    %rax,0x10(%rbp)
  403271:	48 89 55 18          	mov    %rdx,0x18(%rbp)
  403275:	48 b8 73 74 20 68 65 	movabs $0x6564616568207473,%rax
  40327c:	61 64 65 
  40327f:	48 ba 72 20 66 72 6f 	movabs $0x72206d6f72662072,%rdx
  403286:	6d 20 72 
  403289:	48 89 45 20          	mov    %rax,0x20(%rbp)
  40328d:	48 89 55 28          	mov    %rdx,0x28(%rbp)
  403291:	48 b8 65 73 75 6c 74 	movabs $0x657320746c757365,%rax
  403298:	20 73 65 
  40329b:	48 89 45 30          	mov    %rax,0x30(%rbp)
  40329f:	c7 45 38 72 76 65 72 	movl   $0x72657672,0x38(%rbp)
  4032a6:	c6 45 3c 00          	movb   $0x0,0x3c(%rbp)
  4032aa:	89 df                	mov    %ebx,%edi
  4032ac:	e8 3f e0 ff ff       	callq  4012f0 <close@plt>
  4032b1:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
  4032b6:	e9 de fc ff ff       	jmpq   402f99 <submitr+0x2f4>
  4032bb:	48 8d b4 24 50 20 00 	lea    0x2050(%rsp),%rsi
  4032c2:	00 
  4032c3:	48 8d 7c 24 40       	lea    0x40(%rsp),%rdi
  4032c8:	ba 00 20 00 00       	mov    $0x2000,%edx
  4032cd:	e8 22 f8 ff ff       	callq  402af4 <rio_readlineb>
  4032d2:	48 85 c0             	test   %rax,%rax
  4032d5:	0f 8e 96 00 00 00    	jle    403371 <submitr+0x6cc>
  4032db:	44 8b 44 24 2c       	mov    0x2c(%rsp),%r8d
  4032e0:	41 81 f8 c8 00 00 00 	cmp    $0xc8,%r8d
  4032e7:	0f 85 08 01 00 00    	jne    4033f5 <submitr+0x750>
  4032ed:	48 8d b4 24 50 20 00 	lea    0x2050(%rsp),%rsi
  4032f4:	00 
  4032f5:	48 89 ef             	mov    %rbp,%rdi
  4032f8:	e8 83 df ff ff       	callq  401280 <strcpy@plt>
  4032fd:	89 df                	mov    %ebx,%edi
  4032ff:	e8 ec df ff ff       	callq  4012f0 <close@plt>
  403304:	b9 04 00 00 00       	mov    $0x4,%ecx
  403309:	48 8d 3d 8d 14 00 00 	lea    0x148d(%rip),%rdi        # 40479d <trans_char+0xbd>
  403310:	48 89 ee             	mov    %rbp,%rsi
  403313:	f3 a6                	repz cmpsb %es:(%rdi),%ds:(%rsi)
  403315:	0f 97 c0             	seta   %al
  403318:	1c 00                	sbb    $0x0,%al
  40331a:	0f be c0             	movsbl %al,%eax
  40331d:	85 c0                	test   %eax,%eax
  40331f:	0f 84 74 fc ff ff    	je     402f99 <submitr+0x2f4>
  403325:	b9 05 00 00 00       	mov    $0x5,%ecx
  40332a:	48 8d 3d 70 14 00 00 	lea    0x1470(%rip),%rdi        # 4047a1 <trans_char+0xc1>
  403331:	48 89 ee             	mov    %rbp,%rsi
  403334:	f3 a6                	repz cmpsb %es:(%rdi),%ds:(%rsi)
  403336:	0f 97 c0             	seta   %al
  403339:	1c 00                	sbb    $0x0,%al
  40333b:	0f be c0             	movsbl %al,%eax
  40333e:	85 c0                	test   %eax,%eax
  403340:	0f 84 53 fc ff ff    	je     402f99 <submitr+0x2f4>
  403346:	b9 03 00 00 00       	mov    $0x3,%ecx
  40334b:	48 8d 3d 54 14 00 00 	lea    0x1454(%rip),%rdi        # 4047a6 <trans_char+0xc6>
  403352:	48 89 ee             	mov    %rbp,%rsi
  403355:	f3 a6                	repz cmpsb %es:(%rdi),%ds:(%rsi)
  403357:	0f 97 c0             	seta   %al
  40335a:	1c 00                	sbb    $0x0,%al
  40335c:	0f be c0             	movsbl %al,%eax
  40335f:	85 c0                	test   %eax,%eax
  403361:	0f 84 32 fc ff ff    	je     402f99 <submitr+0x2f4>
  403367:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
  40336c:	e9 28 fc ff ff       	jmpq   402f99 <submitr+0x2f4>
  403371:	48 b8 45 72 72 6f 72 	movabs $0x43203a726f727245,%rax
  403378:	3a 20 43 
  40337b:	48 ba 6c 69 65 6e 74 	movabs $0x6e7520746e65696c,%rdx
  403382:	20 75 6e 
  403385:	48 89 45 00          	mov    %rax,0x0(%rbp)
  403389:	48 89 55 08          	mov    %rdx,0x8(%rbp)
  40338d:	48 b8 61 62 6c 65 20 	movabs $0x206f7420656c6261,%rax
  403394:	74 6f 20 
  403397:	48 ba 72 65 61 64 20 	movabs $0x6174732064616572,%rdx
  40339e:	73 74 61 
  4033a1:	48 89 45 10          	mov    %rax,0x10(%rbp)
  4033a5:	48 89 55 18          	mov    %rdx,0x18(%rbp)
  4033a9:	48 b8 74 75 73 20 6d 	movabs $0x7373656d20737574,%rax
  4033b0:	65 73 73 
  4033b3:	48 ba 61 67 65 20 66 	movabs $0x6d6f726620656761,%rdx
  4033ba:	72 6f 6d 
  4033bd:	48 89 45 20          	mov    %rax,0x20(%rbp)
  4033c1:	48 89 55 28          	mov    %rdx,0x28(%rbp)
  4033c5:	48 b8 20 72 65 73 75 	movabs $0x20746c7573657220,%rax
  4033cc:	6c 74 20 
  4033cf:	48 89 45 30          	mov    %rax,0x30(%rbp)
  4033d3:	c7 45 38 73 65 72 76 	movl   $0x76726573,0x38(%rbp)
  4033da:	66 c7 45 3c 65 72    	movw   $0x7265,0x3c(%rbp)
  4033e0:	c6 45 3e 00          	movb   $0x0,0x3e(%rbp)
  4033e4:	89 df                	mov    %ebx,%edi
  4033e6:	e8 05 df ff ff       	callq  4012f0 <close@plt>
  4033eb:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
  4033f0:	e9 a4 fb ff ff       	jmpq   402f99 <submitr+0x2f4>
  4033f5:	4c 8d 8c 24 50 80 00 	lea    0x8050(%rsp),%r9
  4033fc:	00 
  4033fd:	48 8d 0d 54 13 00 00 	lea    0x1354(%rip),%rcx        # 404758 <trans_char+0x78>
  403404:	48 c7 c2 ff ff ff ff 	mov    $0xffffffffffffffff,%rdx
  40340b:	be 01 00 00 00       	mov    $0x1,%esi
  403410:	48 89 ef             	mov    %rbp,%rdi
  403413:	b8 00 00 00 00       	mov    $0x0,%eax
  403418:	e8 13 e0 ff ff       	callq  401430 <__sprintf_chk@plt>
  40341d:	89 df                	mov    %ebx,%edi
  40341f:	e8 cc de ff ff       	callq  4012f0 <close@plt>
  403424:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
  403429:	e9 6b fb ff ff       	jmpq   402f99 <submitr+0x2f4>
  40342e:	e8 7d de ff ff       	callq  4012b0 <__stack_chk_fail@plt>

0000000000403433 <init_timeout>:
  403433:	85 ff                	test   %edi,%edi
  403435:	74 26                	je     40345d <init_timeout+0x2a>
  403437:	53                   	push   %rbx
  403438:	89 fb                	mov    %edi,%ebx
  40343a:	78 1a                	js     403456 <init_timeout+0x23>
  40343c:	48 8d 35 9a f5 ff ff 	lea    -0xa66(%rip),%rsi        # 4029dd <sigalrm_handler>
  403443:	bf 0e 00 00 00       	mov    $0xe,%edi
  403448:	e8 c3 de ff ff       	callq  401310 <signal@plt>
  40344d:	89 df                	mov    %ebx,%edi
  40344f:	e8 8c de ff ff       	callq  4012e0 <alarm@plt>
  403454:	5b                   	pop    %rbx
  403455:	c3                   	retq   
  403456:	bb 00 00 00 00       	mov    $0x0,%ebx
  40345b:	eb df                	jmp    40343c <init_timeout+0x9>
  40345d:	c3                   	retq   

000000000040345e <init_driver>:
  40345e:	41 54                	push   %r12
  403460:	55                   	push   %rbp
  403461:	53                   	push   %rbx
  403462:	48 83 ec 20          	sub    $0x20,%rsp
  403466:	48 89 fd             	mov    %rdi,%rbp
  403469:	64 48 8b 04 25 28 00 	mov    %fs:0x28,%rax
  403470:	00 00 
  403472:	48 89 44 24 18       	mov    %rax,0x18(%rsp)
  403477:	31 c0                	xor    %eax,%eax
  403479:	be 01 00 00 00       	mov    $0x1,%esi
  40347e:	bf 0d 00 00 00       	mov    $0xd,%edi
  403483:	e8 88 de ff ff       	callq  401310 <signal@plt>
  403488:	be 01 00 00 00       	mov    $0x1,%esi
  40348d:	bf 1d 00 00 00       	mov    $0x1d,%edi
  403492:	e8 79 de ff ff       	callq  401310 <signal@plt>
  403497:	be 01 00 00 00       	mov    $0x1,%esi
  40349c:	bf 1d 00 00 00       	mov    $0x1d,%edi
  4034a1:	e8 6a de ff ff       	callq  401310 <signal@plt>
  4034a6:	ba 00 00 00 00       	mov    $0x0,%edx
  4034ab:	be 01 00 00 00       	mov    $0x1,%esi
  4034b0:	bf 02 00 00 00       	mov    $0x2,%edi
  4034b5:	e8 86 df ff ff       	callq  401440 <socket@plt>
  4034ba:	85 c0                	test   %eax,%eax
  4034bc:	0f 88 9c 00 00 00    	js     40355e <init_driver+0x100>
  4034c2:	89 c3                	mov    %eax,%ebx
  4034c4:	48 8d 3d 19 0e 00 00 	lea    0xe19(%rip),%rdi        # 4042e4 <_IO_stdin_used+0x2e4>
  4034cb:	e8 50 de ff ff       	callq  401320 <gethostbyname@plt>
  4034d0:	48 85 c0             	test   %rax,%rax
  4034d3:	0f 84 d1 00 00 00    	je     4035aa <init_driver+0x14c>
  4034d9:	49 89 e4             	mov    %rsp,%r12
  4034dc:	48 c7 04 24 00 00 00 	movq   $0x0,(%rsp)
  4034e3:	00 
  4034e4:	48 c7 44 24 08 00 00 	movq   $0x0,0x8(%rsp)
  4034eb:	00 00 
  4034ed:	66 c7 04 24 02 00    	movw   $0x2,(%rsp)
  4034f3:	48 63 50 14          	movslq 0x14(%rax),%rdx
  4034f7:	48 8b 40 18          	mov    0x18(%rax),%rax
  4034fb:	48 8b 30             	mov    (%rax),%rsi
  4034fe:	48 8d 7c 24 04       	lea    0x4(%rsp),%rdi
  403503:	b9 0c 00 00 00       	mov    $0xc,%ecx
  403508:	e8 23 de ff ff       	callq  401330 <__memmove_chk@plt>
  40350d:	66 c7 44 24 02 1f 96 	movw   $0x961f,0x2(%rsp)
  403514:	ba 10 00 00 00       	mov    $0x10,%edx
  403519:	4c 89 e6             	mov    %r12,%rsi
  40351c:	89 df                	mov    %ebx,%edi
  40351e:	e8 dd de ff ff       	callq  401400 <connect@plt>
  403523:	85 c0                	test   %eax,%eax
  403525:	0f 88 e7 00 00 00    	js     403612 <init_driver+0x1b4>
  40352b:	89 df                	mov    %ebx,%edi
  40352d:	e8 be dd ff ff       	callq  4012f0 <close@plt>
  403532:	66 c7 45 00 4f 4b    	movw   $0x4b4f,0x0(%rbp)
  403538:	c6 45 02 00          	movb   $0x0,0x2(%rbp)
  40353c:	b8 00 00 00 00       	mov    $0x0,%eax
  403541:	48 8b 4c 24 18       	mov    0x18(%rsp),%rcx
  403546:	64 48 33 0c 25 28 00 	xor    %fs:0x28,%rcx
  40354d:	00 00 
  40354f:	0f 85 10 01 00 00    	jne    403665 <init_driver+0x207>
  403555:	48 83 c4 20          	add    $0x20,%rsp
  403559:	5b                   	pop    %rbx
  40355a:	5d                   	pop    %rbp
  40355b:	41 5c                	pop    %r12
  40355d:	c3                   	retq   
  40355e:	48 b8 45 72 72 6f 72 	movabs $0x43203a726f727245,%rax
  403565:	3a 20 43 
  403568:	48 ba 6c 69 65 6e 74 	movabs $0x6e7520746e65696c,%rdx
  40356f:	20 75 6e 
  403572:	48 89 45 00          	mov    %rax,0x0(%rbp)
  403576:	48 89 55 08          	mov    %rdx,0x8(%rbp)
  40357a:	48 b8 61 62 6c 65 20 	movabs $0x206f7420656c6261,%rax
  403581:	74 6f 20 
  403584:	48 ba 63 72 65 61 74 	movabs $0x7320657461657263,%rdx
  40358b:	65 20 73 
  40358e:	48 89 45 10          	mov    %rax,0x10(%rbp)
  403592:	48 89 55 18          	mov    %rdx,0x18(%rbp)
  403596:	c7 45 20 6f 63 6b 65 	movl   $0x656b636f,0x20(%rbp)
  40359d:	66 c7 45 24 74 00    	movw   $0x74,0x24(%rbp)
  4035a3:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
  4035a8:	eb 97                	jmp    403541 <init_driver+0xe3>
  4035aa:	48 b8 45 72 72 6f 72 	movabs $0x44203a726f727245,%rax
  4035b1:	3a 20 44 
  4035b4:	48 ba 4e 53 20 69 73 	movabs $0x6e7520736920534e,%rdx
  4035bb:	20 75 6e 
  4035be:	48 89 45 00          	mov    %rax,0x0(%rbp)
  4035c2:	48 89 55 08          	mov    %rdx,0x8(%rbp)
  4035c6:	48 b8 61 62 6c 65 20 	movabs $0x206f7420656c6261,%rax
  4035cd:	74 6f 20 
  4035d0:	48 ba 72 65 73 6f 6c 	movabs $0x2065766c6f736572,%rdx
  4035d7:	76 65 20 
  4035da:	48 89 45 10          	mov    %rax,0x10(%rbp)
  4035de:	48 89 55 18          	mov    %rdx,0x18(%rbp)
  4035e2:	48 b8 73 65 72 76 65 	movabs $0x6120726576726573,%rax
  4035e9:	72 20 61 
  4035ec:	48 89 45 20          	mov    %rax,0x20(%rbp)
  4035f0:	c7 45 28 64 64 72 65 	movl   $0x65726464,0x28(%rbp)
  4035f7:	66 c7 45 2c 73 73    	movw   $0x7373,0x2c(%rbp)
  4035fd:	c6 45 2e 00          	movb   $0x0,0x2e(%rbp)
  403601:	89 df                	mov    %ebx,%edi
  403603:	e8 e8 dc ff ff       	callq  4012f0 <close@plt>
  403608:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
  40360d:	e9 2f ff ff ff       	jmpq   403541 <init_driver+0xe3>
  403612:	48 b8 45 72 72 6f 72 	movabs $0x55203a726f727245,%rax
  403619:	3a 20 55 
  40361c:	48 ba 6e 61 62 6c 65 	movabs $0x6f7420656c62616e,%rdx
  403623:	20 74 6f 
  403626:	48 89 45 00          	mov    %rax,0x0(%rbp)
  40362a:	48 89 55 08          	mov    %rdx,0x8(%rbp)
  40362e:	48 b8 20 63 6f 6e 6e 	movabs $0x7463656e6e6f6320,%rax
  403635:	65 63 74 
  403638:	48 ba 20 74 6f 20 73 	movabs $0x76726573206f7420,%rdx
  40363f:	65 72 76 
  403642:	48 89 45 10          	mov    %rax,0x10(%rbp)
  403646:	48 89 55 18          	mov    %rdx,0x18(%rbp)
  40364a:	66 c7 45 20 65 72    	movw   $0x7265,0x20(%rbp)
  403650:	c6 45 22 00          	movb   $0x0,0x22(%rbp)
  403654:	89 df                	mov    %ebx,%edi
  403656:	e8 95 dc ff ff       	callq  4012f0 <close@plt>
  40365b:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
  403660:	e9 dc fe ff ff       	jmpq   403541 <init_driver+0xe3>
  403665:	e8 46 dc ff ff       	callq  4012b0 <__stack_chk_fail@plt>

000000000040366a <driver_post>:
  40366a:	53                   	push   %rbx
  40366b:	4c 89 cb             	mov    %r9,%rbx
  40366e:	45 85 c0             	test   %r8d,%r8d
  403671:	75 18                	jne    40368b <driver_post+0x21>
  403673:	48 85 ff             	test   %rdi,%rdi
  403676:	74 05                	je     40367d <driver_post+0x13>
  403678:	80 3f 00             	cmpb   $0x0,(%rdi)
  40367b:	75 37                	jne    4036b4 <driver_post+0x4a>
  40367d:	66 c7 03 4f 4b       	movw   $0x4b4f,(%rbx)
  403682:	c6 43 02 00          	movb   $0x0,0x2(%rbx)
  403686:	44 89 c0             	mov    %r8d,%eax
  403689:	5b                   	pop    %rbx
  40368a:	c3                   	retq   
  40368b:	48 89 ca             	mov    %rcx,%rdx
  40368e:	48 8d 35 14 11 00 00 	lea    0x1114(%rip),%rsi        # 4047a9 <trans_char+0xc9>
  403695:	bf 01 00 00 00       	mov    $0x1,%edi
  40369a:	b8 00 00 00 00       	mov    $0x0,%eax
  40369f:	e8 fc dc ff ff       	callq  4013a0 <__printf_chk@plt>
  4036a4:	66 c7 03 4f 4b       	movw   $0x4b4f,(%rbx)
  4036a9:	c6 43 02 00          	movb   $0x0,0x2(%rbx)
  4036ad:	b8 00 00 00 00       	mov    $0x0,%eax
  4036b2:	eb d5                	jmp    403689 <driver_post+0x1f>
  4036b4:	48 83 ec 08          	sub    $0x8,%rsp
  4036b8:	41 51                	push   %r9
  4036ba:	49 89 c9             	mov    %rcx,%r9
  4036bd:	49 89 d0             	mov    %rdx,%r8
  4036c0:	48 89 f9             	mov    %rdi,%rcx
  4036c3:	48 89 f2             	mov    %rsi,%rdx
  4036c6:	be 96 1f 00 00       	mov    $0x1f96,%esi
  4036cb:	48 8d 3d 12 0c 00 00 	lea    0xc12(%rip),%rdi        # 4042e4 <_IO_stdin_used+0x2e4>
  4036d2:	e8 ce f5 ff ff       	callq  402ca5 <submitr>
  4036d7:	48 83 c4 10          	add    $0x10,%rsp
  4036db:	eb ac                	jmp    403689 <driver_post+0x1f>

00000000004036dd <check>:
  4036dd:	f3 0f 1e fa          	endbr64 
  4036e1:	89 f8                	mov    %edi,%eax
  4036e3:	c1 e8 1c             	shr    $0x1c,%eax
  4036e6:	74 1d                	je     403705 <check+0x28>
  4036e8:	b9 00 00 00 00       	mov    $0x0,%ecx
  4036ed:	83 f9 1f             	cmp    $0x1f,%ecx
  4036f0:	7f 0d                	jg     4036ff <check+0x22>
  4036f2:	89 f8                	mov    %edi,%eax
  4036f4:	d3 e8                	shr    %cl,%eax
  4036f6:	3c 0a                	cmp    $0xa,%al
  4036f8:	74 11                	je     40370b <check+0x2e>
  4036fa:	83 c1 08             	add    $0x8,%ecx
  4036fd:	eb ee                	jmp    4036ed <check+0x10>
  4036ff:	b8 01 00 00 00       	mov    $0x1,%eax
  403704:	c3                   	retq   
  403705:	b8 00 00 00 00       	mov    $0x0,%eax
  40370a:	c3                   	retq   
  40370b:	b8 00 00 00 00       	mov    $0x0,%eax
  403710:	c3                   	retq   

0000000000403711 <gencookie>:
  403711:	f3 0f 1e fa          	endbr64 
  403715:	53                   	push   %rbx
  403716:	83 c7 01             	add    $0x1,%edi
  403719:	e8 42 db ff ff       	callq  401260 <srandom@plt>
  40371e:	e8 4d dc ff ff       	callq  401370 <random@plt>
  403723:	48 89 c7             	mov    %rax,%rdi
  403726:	89 c3                	mov    %eax,%ebx
  403728:	e8 b0 ff ff ff       	callq  4036dd <check>
  40372d:	85 c0                	test   %eax,%eax
  40372f:	74 ed                	je     40371e <gencookie+0xd>
  403731:	89 d8                	mov    %ebx,%eax
  403733:	5b                   	pop    %rbx
  403734:	c3                   	retq   
  403735:	66 2e 0f 1f 84 00 00 	nopw   %cs:0x0(%rax,%rax,1)
  40373c:	00 00 00 
  40373f:	90                   	nop

0000000000403740 <__libc_csu_init>:
  403740:	f3 0f 1e fa          	endbr64 
  403744:	41 57                	push   %r15
  403746:	4c 8d 3d c3 36 00 00 	lea    0x36c3(%rip),%r15        # 406e10 <__frame_dummy_init_array_entry>
  40374d:	41 56                	push   %r14
  40374f:	49 89 d6             	mov    %rdx,%r14
  403752:	41 55                	push   %r13
  403754:	49 89 f5             	mov    %rsi,%r13
  403757:	41 54                	push   %r12
  403759:	41 89 fc             	mov    %edi,%r12d
  40375c:	55                   	push   %rbp
  40375d:	48 8d 2d b4 36 00 00 	lea    0x36b4(%rip),%rbp        # 406e18 <__do_global_dtors_aux_fini_array_entry>
  403764:	53                   	push   %rbx
  403765:	4c 29 fd             	sub    %r15,%rbp
  403768:	48 83 ec 08          	sub    $0x8,%rsp
  40376c:	e8 8f d8 ff ff       	callq  401000 <_init>
  403771:	48 c1 fd 03          	sar    $0x3,%rbp
  403775:	74 1f                	je     403796 <__libc_csu_init+0x56>
  403777:	31 db                	xor    %ebx,%ebx
  403779:	0f 1f 80 00 00 00 00 	nopl   0x0(%rax)
  403780:	4c 89 f2             	mov    %r14,%rdx
  403783:	4c 89 ee             	mov    %r13,%rsi
  403786:	44 89 e7             	mov    %r12d,%edi
  403789:	41 ff 14 df          	callq  *(%r15,%rbx,8)
  40378d:	48 83 c3 01          	add    $0x1,%rbx
  403791:	48 39 dd             	cmp    %rbx,%rbp
  403794:	75 ea                	jne    403780 <__libc_csu_init+0x40>
  403796:	48 83 c4 08          	add    $0x8,%rsp
  40379a:	5b                   	pop    %rbx
  40379b:	5d                   	pop    %rbp
  40379c:	41 5c                	pop    %r12
  40379e:	41 5d                	pop    %r13
  4037a0:	41 5e                	pop    %r14
  4037a2:	41 5f                	pop    %r15
  4037a4:	c3                   	retq   
  4037a5:	66 66 2e 0f 1f 84 00 	data16 nopw %cs:0x0(%rax,%rax,1)
  4037ac:	00 00 00 00 

00000000004037b0 <__libc_csu_fini>:
  4037b0:	f3 0f 1e fa          	endbr64 
  4037b4:	c3                   	retq   

Disassembly of section .fini:

00000000004037b8 <_fini>:
  4037b8:	f3 0f 1e fa          	endbr64 
  4037bc:	48 83 ec 08          	sub    $0x8,%rsp
  4037c0:	48 83 c4 08          	add    $0x8,%rsp
  4037c4:	c3                   	retq   
